Acc0,Acc1,Acc2,Gyr0,Gyr1,Gyr2,Mag0,Mag1,Mag2,Timestamp,dt
-0.171875,1.28125,0.0625,3.8909912109375,-8.30078125,3.143310546875,13.275146484375,-3.173828125,-20.69091796875,141519831131064,0.100782916
-0.0625,0.765625,0.078125,6.4239501953125,-5.706787109375,-0.67138671875,13.214111328125,-3.265380859375,-20.172119140625,141519931640023,0.100508959
-0.109375,0.890625,0.03125,8.5296630859375,-8.056640625,-12.6190185546875,13.214111328125,-3.2958984375,-20.172119140625,141520032900960,0.101260937
-0.09375,0.71875,0.03125,17.578125,2.46429443359375,0.35858154296875,13.153076171875,-3.021240234375,-20.843505859375,141520133723304,0.100822344
-0.109375,0.8125,-0.078125,11.5814208984375,1.9073486328125,8.30078125,13.153076171875,-3.0517578125,-20.538330078125,141520234457262,0.100733958
-0.171875,1.203125,-0.125,-4.1046142578125,44.04449462890625,-16.99066162109375,13.24462890625,-3.204345703125,-20.20263671875,141520334797575,0.100340313
-0.265625,0.859375,-0.171875,-11.566162109375,46.08154296875,-16.6168212890625,13.00048828125,-3.204345703125,-19.95849609375,141520435196793,0.100399218
-0.203125,0.875,-0.109375,-11.566162109375,46.08154296875,-16.6168212890625,12.6953125,-2.5634765625,-19.04296875,141520535573043,0.10037625
-0.203125,0.65625,-0.0625,-20.8740234375,56.40411376953125,-3.23486328125,12.176513671875,-2.227783203125,-18.280029296875,141520636328304,0.100755261
-0.171875,0.765625,-0.125,-17.364501953125,68.96209716796875,26.22222900390625,11.993408203125,-2.13623046875,-17.059326171875,141520737716168,0.101387864
-0.203125,1.1875,-0.015625,-8.23211669921875,50.22430419921875,0.1983642578125,12.0849609375,-2.13623046875,-16.05224609375,141520838391897,0.100675729
-0.234375,1.203125,0.0625,-8.23211669921875,50.22430419921875,0.1983642578125,12.0849609375,-2.349853515625,-15.899658203125,141520938956481,0.100564584
-0.234375,1.203125,0.03125,11.8560791015625,35.15625,-20.50018310546875,12.26806640625,-2.349853515625,-15.045166015625,141521039767678,0.100811197
-0.171875,0.71875,0.046875,8.0108642578125,28.86962890625,1.39617919921875,12.02392578125,-2.25830078125,-14.434814453125,141521140660283,0.100892605
-0.109375,0.734375,0.015625,4.50897216796875,11.6119384765625,1.97601318359375,11.871337890625,-2.25830078125,-13.427734375,141521242664918,0.102004635
-0.171875,1.078125,-0.109375,1.708984375,-4.28009033203125,-6.3934326171875,11.65771484375,-2.197265625,-13.36669921875,141521343848408,0.10118349
-0.171875,1.296875,-0.265625,5.27191162109375,-12.64190673828125,10.3607177734375,11.77978515625,-2.349853515625,-12.63427734375,141521445009345,0.101160937
-0.296875,1.28125,-0.109375,7.50732421875,-11.5814208984375,-6.5765380859375,11.688232421875,-2.50244140625,-11.688232421875,141521545865022,0.100855677
-0.171875,0.8125,-0.015625,0.0,-24.322509765625,-1.220703125,11.810302734375,-2.44140625,-13.671875,141521646638980,0.100773958
-0.0625,0.625,-0.078125,0.34332275390625,-31.829833984375,5.4931640625,11.53564453125,-2.166748046875,-12.969970703125,141521747464397,0.100825417
-0.078125,0.859375,-0.078125,2.6092529296875,-49.93438720703125,7.78961181640625,11.627197265625,-2.044677734375,-13.519287109375,141521848744189,0.101279792
-0.15625,0.8125,0.078125,23.4375,-82.5653076171875,-8.575439453125,11.71875,-1.89208984375,-13.73291015625,141521950061741,0.101317552
-0.234375,0.890625,0.015625,27.90069580078125,-81.94732666015625,-7.14111328125,12.02392578125,-2.01416015625,-16.998291015625,141522050396011,0.10033427
-0.140625,0.6875,0.015625,29.9835205078125,-31.99005126953125,2.44140625,12.14599609375,-1.89208984375,-18.1884765625,141522160117418,0.109721407
-0.140625,0.78125,-0.140625,18.12744140625,-44.34967041015625,9.36126708984375,12.02392578125,-1.8310546875,-18.37158203125,141522260597053,0.100479635
-0.234375,1.09375,-0.109375,18.12744140625,-44.34967041015625,9.36126708984375,12.115478515625,-2.105712890625,-18.707275390625,141522362059970,0.101462917
-0.265625,0.703125,-0.21875,11.4898681640625,-54.43572998046875,7.28607177734375,12.542724609375,-2.288818359375,-19.95849609375,141522462989188,0.100929218
-0.296875,1.015625,-0.046875,5.7220458984375,-45.44830322265625,14.1754150390625,12.847900390625,-2.655029296875,-20.1416015625,141522563974657,0.100985469
-0.1875,0.65625,-0.078125,-15.289306640625,-53.16162109375,2.90679931640625,13.24462890625,-3.204345703125,-21.575927734375,141522664691011,0.100716354
-0.1875,0.65625,-0.078125,-6.256103515625,-43.548583984375,23.2086181640625,13.214111328125,-3.7841796875,-23.13232421875,141522765601688,0.100910677
-0.203125,1.203125,-0.125,6.500244140625,-30.87615966796875,20.54595947265625,13.671875,-4.5166015625,-24.10888671875,141522866918355,0.101316667
-0.203125,1.203125,0.0,2.3193359375,-24.9176025390625,8.78143310546875,14.2822265625,-5.18798828125,-25.604248046875,141522967568928,0.100650573
-0.296875,1.375,0.078125,7.9193115234375,-22.64404296875,4.94384765625,14.678955078125,-5.584716796875,-25.238037109375,141523068378355,0.100809427
-0.171875,1.15625,0.015625,9.1094970703125,-8.85009765625,-8.7127685546875,14.58740234375,-5.7373046875,-26.2451171875,141523169256115,0.10087776
-0.109375,0.71875,-0.078125,17.4102783203125,7.080078125,5.401611328125,14.6484375,-5.7373046875,-26.580810546875,141523269853615,0.1005975
-0.125,1.03125,-0.171875,2.99835205078125,35.68267822265625,-6.2255859375,14.862060546875,-5.859375,-25.93994140625,141523371962938,0.102109323
-0.140625,1.3125,-0.21875,11.9476318359375,52.154541015625,-11.4593505859375,14.7705078125,-5.31005859375,-25.634765625,141523472605125,0.100642187
-0.421875,1.53125,-0.09375,-19.93560791015625,42.6025390625,-25.12359619140625,14.251708984375,-4.730224609375,-24.71923828125,141523572949240,0.100344115
-0.21875,0.78125,-0.0625,-17.11273193359375,59.26513671875,5.13458251953125,13.946533203125,-3.7841796875,-23.284912109375,141523676155907,0.103206667
-0.25,0.6875,-0.0625,0.29754638671875,42.38128662109375,17.73834228515625,13.946533203125,-3.7841796875,-23.284912109375,141523776544605,0.100388698
-0.109375,0.828125,-0.1875,6.4544677734375,30.78460693359375,10.55908203125,13.3056640625,-3.35693359375,-21.6064453125,141523877034709,0.100490104
-0.140625,1.25,0.09375,6.4544677734375,30.78460693359375,10.55908203125,13.153076171875,-3.143310546875,-21.78955078125,141523977759709,0.100725
-0.046875,0.71875,0.046875,-0.0152587890625,9.0484619140625,-21.12579345703125,13.48876953125,-3.173828125,-20.477294921875,141524078560906,0.100801197
-0.078125,1.0,0.015625,11.39068603515625,-4.98199462890625,-7.4005126953125,13.5498046875,-3.173828125,-20.32470703125,141524179467573,0.100906667
-0.09375,0.6875,0.0,8.880615234375,-14.7857666015625,-12.45880126953125,13.336181640625,-2.99072265625,-19.71435546875,141524281574396,0.102106823
-0.125,0.84375,-0.125,21.7437744140625,-4.84466552734375,0.5645751953125,13.24462890625,-2.74658203125,-19.805908203125,141524382754500,0.101180104
-0.21875,1.203125,-0.15625,-3.48663330078125,6.62994384765625,0.75531005859375,13.0615234375,-2.532958984375,-19.59228515625,141524488194917,0.105440417
-0.25,1.015625,-0.203125,-3.48663330078125,6.62994384765625,0.75531005859375,13.0615234375,-2.532958984375,-19.59228515625,141524588837573,0.100642656
-0.171875,0.90625,-0.078125,-13.45062255859375,4.15802001953125,-14.1754150390625,13.12255859375,-2.62451171875,-20.050048828125,141524690412885,0.101575312
-0.140625,0.59375,-0.046875,-12.15362548828125,-5.279541015625,1.4190673828125,13.12255859375,-2.62451171875,-20.050048828125,141524790971583,0.100558698
-0.125,0.703125,-0.140625,-11.52801513671875,-1.31988525390625,15.655517578125,12.8173828125,-2.471923828125,-19.6533203125,141524893893302,0.102921719
-0.203125,1.0625,-0.078125,5.1116943359375,6.49261474609375,22.39227294921875,13.0615234375,-2.8076171875,-20.56884765625,141524995912417,0.102019115
-0.34375,1.640625,0.09375,0.77056884765625,-5.7525634765625,6.34002685546875,13.153076171875,-2.99072265625,-20.5078125,141525096442364,0.100529947
-0.265625,1.34375,0.015625,15.2587890625,-11.05499267578125,-7.99560546875,13.3056640625,-3.11279296875,-19.989013671875,141525197025125,0.100582761
-0.125,0.78125,0.015625,15.2130126953125,-3.2806396484375,0.091552734375,13.336181640625,-2.9296875,-20.20263671875,141525297758146,0.100733021
-0.0625,0.65625,-0.046875,11.39068603515625,12.237548828125,-1.18255615234375,13.24462890625,-3.082275390625,-20.721435546875,141525399069812,0.101311666
-0.09375,0.890625,-0.0625,-8.758544921875,23.49853515625,-0.74005126953125,13.427734375,-2.86865234375,-19.927978515625,141525499815333,0.100745521
-0.203125,1.21875,-0.0625,20.22552490234375,12.73345947265625,-21.26312255859375,13.336181640625,-2.777099609375,-20.01953125,141525601941062,0.102125729
-0.078125,0.90625,-0.140625,-1.28936767578125,8.148193359375,-8.23974609375,13.00048828125,-2.74658203125,-19.34814453125,141525702587520,0.100646458
-0.171875,0.953125,-0.078125,-9.13238525390625,-7.24029541015625,-14.18304443359375,13.00048828125,-2.74658203125,-19.34814453125,141525802973927,0.100386407
-0.109375,0.65625,-0.078125,-6.9580078125,-10.78033447265625,7.5225830078125,12.8173828125,-2.410888671875,-19.195556640625,141525903700958,0.100727031
-0.15625,0.8125,-0.09375,3.5858154296875,-5.4931640625,6.53839111328125,12.75634765625,-2.288818359375,-18.829345703125,141526005369916,0.101668958
-0.234375,1.25,0.109375,2.01416015625,-6.4849853515625,2.6702880859375,12.603759765625,-2.288818359375,-19.256591796875,141526105705333,0.100335417
-0.1875,1.0,0.078125,2.01416015625,-6.4849853515625,2.6702880859375,12.969970703125,-2.685546875,-20.050048828125,141526206201062,0.100495729
-0.140625,1.03125,0.015625,13.37432861328125,8.18634033203125,-11.69586181640625,12.969970703125,-2.685546875,-20.69091796875,141526308447676,0.102246614
-0.15625,0.703125,-0.046875,6.98089599609375,30.1971435546875,-10.4827880859375,12.847900390625,-2.777099609375,-20.1416015625,141526409790749,0.101343073
-0.21875,1.078125,-0.03125,6.98089599609375,30.1971435546875,-10.4827880859375,12.542724609375,-2.197265625,-19.71435546875,141526511307781,0.101517032
-0.21875,1.078125,-0.078125,-18.98193359375,59.1888427734375,7.843017578125,12.237548828125,-1.953125,-18.402099609375,141526611943301,0.10063552
-0.375,1.4375,-0.1875,-5.54656982421875,61.24114990234375,2.655029296875,12.176513671875,-2.13623046875,-18.707275390625,141526712427416,0.100484115
-0.375,1.15625,-0.046875,-5.7525634765625,59.60845947265625,-15.64788818359375,12.176513671875,-1.739501953125,-16.7236328125,141526817029760,0.104602344
-0.203125,0.75,0.015625,-13.96942138671875,37.17041015625,4.31060791015625,11.90185546875,-1.678466796875,-15.228271484375,141526917496478,0.100466718
-0.0625,0.65625,-0.046875,-12.5885009765625,28.3660888671875,15.31982421875,11.932373046875,-1.922607421875,-14.34326171875,141527018009239,0.100512761
-0.125,0.953125,-0.015625,-12.50457763671875,13.9312744140625,5.7830810546875,11.71875,-1.8310546875,-15.0146484375,141527118637572,0.100628333
-0.125,1.296875,0.03125,-11.17706298828125,-0.80108642578125,-2.2125244140625,12.26806640625,-2.166748046875,-15.13671875,141527219262728,0.100625156
-0.25,1.09375,0.125,20.50018310546875,8.94927978515625,-13.9617919921875,12.420654296875,-2.349853515625,-14.2822265625,141527321238874,0.101976146
-0.21875,0.96875,0.046875,13.7481689453125,9.71221923828125,4.69207763671875,12.237548828125,-2.044677734375,-14.34326171875,141527421971061,0.100732187
-0.140625,0.6875,0.03125,15.6097412109375,3.9215087890625,-0.457763671875,11.962890625,-1.739501953125,-13.824462890625,141527522791061,0.10082
-0.140625,0.828125,-0.046875,-3.10516357421875,-21.7437744140625,-3.021240234375,11.8408203125,-1.8310546875,-13.24462890625,141527623582311,0.10079125
-0.203125,1.125,-0.015625,16.60919189453125,-60.0433349609375,9.1705322265625,12.237548828125,-1.89208984375,-13.3056640625,141527724147624,0.100565313
-0.109375,0.84375,-0.09375,16.845703125,-72.75390625,-10.38360595703125,12.115478515625,-1.8310546875,-14.678955078125,141527824649551,0.100501927
-0.171875,0.921875,-0.03125,1.220703125,-60.60791015625,-6.53076171875,12.176513671875,-1.617431640625,-16.41845703125,141527925868353,0.101218802
-0.1875,0.625,-0.03125,-1.47247314453125,-41.8853759765625,13.00811767578125,12.14599609375,-1.708984375,-17.120361328125,141528026633040,0.100764687
-0.203125,0.78125,-0.109375,3.7994384765625,-36.43035888671875,25.543212890625,12.481689453125,-1.89208984375,-17.852783203125,141528127552259,0.100919219
-0.203125,1.21875,0.0625,0.8697509765625,-42.877197265625,0.63323974609375,12.847900390625,-2.44140625,-19.805908203125,141528231974394,0.104422135
-0.296875,1.390625,0.078125,10.528564453125,-29.296875,2.13623046875,13.214111328125,-2.838134765625,-20.6298828125,141528333690436,0.101716042
-0.265625,1.25,0.078125,22.33123779296875,-14.09149169921875,-15.6402587890625,13.24462890625,-2.960205078125,-21.05712890625,141528434305176,0.10061474
-0.125,0.765625,0.03125,23.3612060546875,-0.12969970703125,0.48828125,13.092041015625,-3.021240234375,-21.30126953125,141528536322207,0.102017031
-0.09375,0.703125,-0.015625,15.96832275390625,-5.3253173828125,13.9923095703125,13.427734375,-2.86865234375,-20.93505859375,141528641226009,0.104903802
-0.078125,1.0,-0.03125,1.8463134765625,-1.79290771484375,4.2572021484375,13.48876953125,-2.99072265625,-21.270751953125,141528741938196,0.100712187
-0.171875,1.203125,-0.15625,23.1170654296875,-9.45281982421875,9.33837890625,13.641357421875,-3.35693359375,-20.965576171875,141528842738821,0.100800625
-0.265625,1.40625,-0.109375,-1.68609619140625,-33.203125,-9.78851318359375,13.458251953125,-3.326416015625,-20.782470703125,141528943294342,0.100555521
-0.140625,0.84375,-0.046875,-1.3885498046875,-28.75518798828125,2.1514892578125,13.519287109375,-3.2958984375,-21.42333984375,141529044107623,0.100813281
-0.140625,0.65625,-0.0625,12.176513671875,-67.596435546875,15.1519775390625,13.5498046875,-3.60107421875,-21.820068359375,141529144747311,0.100639688
-0.0625,0.765625,-0.125,20.77484130859375,-89.324951171875,16.70074462890625,13.946533203125,-3.936767578125,-22.735595703125,141529245223613,0.100476302
-0.140625,1.21875,0.09375,13.37432861328125,-72.265625,0.78582763671875,14.739990234375,-5.18798828125,-24.59716796875,141529345561009,0.100337396
-0.046875,0.828125,0.015625,0.8697509765625,-37.9638671875,1.80816650390625,15.045166015625,-6.317138671875,-26.18408203125,141529446026373,0.100465364
-0.09375,1.109375,0.0,12.847900390625,-15.56396484375,-11.43646240234375,15.625,-6.9580078125,-27.587890625,141529548038404,0.102012031
-0.078125,0.75,-0.046875,16.01409912109375,0.96893310546875,-6.62994384765625,15.594482421875,-7.415771484375,-27.64892578125,141529649103769,0.101065365
-0.140625,1.1875,-0.15625,6.04248046875,20.04241943359375,-10.00213623046875,15.7470703125,-7.476806640625,-27.4658203125,141529750001477,0.100897708
-0.28125,1.15625,-0.203125,-4.58526611328125,56.08367919921875,-24.5208740234375,15.56396484375,-7.293701171875,-27.89306640625,141529851147519,0.101146042
-0.28125,1.15625,-0.203125,-7.01141357421875,63.78173828125,-17.5018310546875,15.2587890625,-6.561279296875,-26.611328125,141529951728456,0.100580937
-0.203125,0.671875,-0.078125,-24.90997314453125,52.61993408203125,-11.932373046875,14.6484375,-5.55419921875,-25.726318359375,141530052530227,0.100801771
-0.125,0.703125,-0.171875,-18.28765869140625,44.677734375,2.86102294921875,14.16015625,-4.302978515625,-24.2919921875,141530153170383,0.100640156
-0.125,0.703125,-0.171875,-10.47515869140625,44.00634765625,-3.99017333984375,13.61083984375,-3.936767578125,-23.162841796875,141530253678977,0.100508594
-0.1875,1.3125,-0.09375,-21.026611328125,30.9906005859375,10.45989990234375,13.48876953125,-3.448486328125,-23.040771484375,141530354141269,0.100462292
-0.1875,1.3125,0.109375,-6.927490234375,13.72528076171875,4.38690185546875,13.12255859375,-3.143310546875,-21.97265625,141530454739498,0.100598229
-0.15625,1.078125,0.109375,5.5694580078125,0.67901611328125,-18.280029296875,13.214111328125,-2.9296875,-21.697998046875,141530555580956,0.100841458
-0.140625,1.0,0.015625,21.82769775390625,6.256103515625,-5.07354736328125,13.214111328125,-2.960205078125,-21.209716796875,141530656290696,0.10070974
-0.125,0.703125,0.0,18.28765869140625,5.07354736328125,-1.1138916015625,12.6953125,-2.685546875,-20.5078125,141530756812935,0.100522239
-0.09375,0.78125,-0.0625,-0.11444091796875,9.063720703125,2.227783203125,12.603759765625,-2.5634765625,-20.32470703125,141530857519341,0.100706406
-0.21875,1.21875,-0.109375,27.13775634765625,4.76837158203125,-27.7252197265625,12.847900390625,-2.655029296875,-20.111083984375,141530958281737,0.100762396
-0.296875,0.984375,-0.109375,2.02178955078125,18.88275146484375,-0.579833984375,12.542724609375,-2.50244140625,-19.683837890625,141531058896373,0.100614636
-0.296875,0.984375,-0.109375,-16.693115234375,14.51873779296875,5.45501708984375,12.451171875,-2.01416015625,-19.287109375,141531160967466,0.102071093
-0.171875,0.71875,-0.125,-22.5982666015625,22.125244140625,9.979248046875,12.451171875,-2.044677734375,-18.6767578125,141531261617622,0.100650156
-0.1875,1.1875,0.09375,-11.0321044921875,25.5279541015625,12.73345947265625,12.542724609375,-2.0751953125,-19.561767578125,141531362122310,0.100504688
-0.21875,0.9375,0.109375,-15.0299072265625,17.1966552734375,-15.2435302734375,12.664794921875,-2.288818359375,-19.317626953125,141531462818456,0.100696146
-0.203125,1.109375,0.046875,4.7454833984375,15.31219482421875,-8.43048095703125,12.725830078125,-2.38037109375,-19.4091796875,141531563544497,0.100726041
-0.171875,0.734375,0.0,13.20648193359375,26.14593505859375,-2.02178955078125,12.63427734375,-2.227783203125,-18.61572265625,141531664371164,0.100826667
-0.125,0.734375,0.0,8.23211669921875,48.19488525390625,9.8419189453125,12.451171875,-1.953125,-17.913818359375,141531765066841,0.100695677
-0.1875,1.203125,-0.09375,0.18310546875,38.93280029296875,1.38092041015625,12.451171875,-1.922607421875,-17.39501953125,141531865733091,0.10066625
-0.1875,1.203125,-0.09375,-3.7994384765625,43.121337890625,2.67791748046875,12.542724609375,-2.0751953125,-15.9912109375,141531966490799,0.100757708
-0.34375,1.453125,-0.234375,-3.7994384765625,43.121337890625,2.67791748046875,12.420654296875,-1.8310546875,-15.869140625,141532067097622,0.100606823
-0.25,1.171875,-0.0625,-8.39996337890625,48.71368408203125,-15.26641845703125,12.481689453125,-2.13623046875,-14.70947265625,141532170218612,0.10312099
-0.140625,0.765625,0.015625,-13.885498046875,30.08270263671875,-1.2664794921875,12.237548828125,-2.227783203125,-13.916015625,141532271036320,0.100817708
-0.078125,0.71875,-0.015625,-3.97491455078125,20.0653076171875,1.5716552734375,12.176513671875,-2.349853515625,-13.885498046875,141532372533560,0.10149724
-0.09375,0.90625,0.0,2.93731689453125,-16.17431640625,11.65771484375,12.176513671875,-2.227783203125,-13.61083984375,141532474847362,0.102313802
-0.5,1.234375,0.109375,7.537841796875,-24.87945556640625,13.580322265625,12.51220703125,-2.74658203125,-12.75634765625,141532577179809,0.102332447
-0.15625,0.890625,0.015625,36.773681640625,-43.38836669921875,-4.60052490234375,12.39013671875,-2.44140625,-13.24462890625,141532677955278,0.100775469
-0.0625,0.6875,0.03125,35.125732421875,-66.22314453125,6.69097900390625,12.481689453125,-2.44140625,-14.34326171875,141532778952153,0.100996875
-0.09375,0.953125,-0.125,34.08050537109375,-85.25848388671875,-5.3863525390625,12.26806640625,-2.0751953125,-14.34326171875,141532880286268,0.101334115
-0.34375,1.109375,-0.140625,7.02667236328125,-55.36651611328125,16.0064697265625,12.115478515625,-1.953125,-15.07568359375,141532981446424,0.101160156
-0.421875,1.28125,-0.234375,5.36346435546875,-43.80035400390625,3.19671630859375,12.26806640625,-1.861572265625,-15.93017578125,141533083270851,0.101824427
-0.296875,1.03125,-0.109375,6.4239501953125,-33.294677734375,6.56890869140625,12.420654296875,-2.044677734375,-17.51708984375,141533184234861,0.10096401
-0.265625,0.796875,-0.046875,-9.80377197265625,-28.717041015625,-7.7362060546875,12.542724609375,-2.25830078125,-18.310546875,141533285752830,0.101517969
-0.21875,0.765625,-0.046875,-5.3558349609375,-20.83587646484375,9.063720703125,12.603759765625,-2.227783203125,-18.768310546875,141533386377257,0.100624427
-0.25,0.859375,-0.0625,-0.1373291015625,-17.25006103515625,0.48065185546875,12.6953125,-2.227783203125,-19.59228515625,141533487127153,0.100749896
-0.25,1.03125,0.09375,-7.30133056640625,-7.049560546875,10.71929931640625,12.75634765625,-2.532958984375,-20.8740234375,141533587589653,0.1004625
-0.3125,1.25,0.15625,-11.0015869140625,-7.049560546875,14.30511474609375,13.0615234375,-2.9296875,-20.782470703125,141533688251424,0.100661771
-0.21875,1.09375,0.09375,9.48333740234375,-8.96453857421875,19.76776123046875,13.275146484375,-3.23486328125,-21.6064453125,141533790372986,0.102121562
-0.1875,0.875,0.0625,19.64569091796875,-32.79876708984375,-4.66156005859375,13.671875,-3.570556640625,-21.97265625,141533891406424,0.101033438
-0.1875,0.875,0.0625,12.4969482421875,-17.15087890625,-14.24407958984375,13.702392578125,-3.631591796875,-22.64404296875,141533992262621,0.100856197
-0.234375,1.125,0.0625,9.33074951171875,-1.60980224609375,-3.94439697265625,13.18359375,-3.35693359375,-22.064208984375,141534093717726,0.101455105
-0.28125,1.0,0.015625,9.33074951171875,-1.60980224609375,-3.94439697265625,13.18359375,-3.35693359375,-22.064208984375,141534194229288,0.100511562
-0.203125,0.84375,-0.0625,22.1099853515625,-19.40155029296875,4.4403076171875,13.24462890625,-3.387451171875,-22.39990234375,141534294926215,0.100696927
-0.171875,0.953125,-0.03125,16.1895751953125,-43.8079833984375,-15.777587890625,13.24462890625,-3.631591796875,-23.101806640625,141534395347934,0.100421719
-0.28125,0.890625,-0.09375,15.6707763671875,-46.50115966796875,-18.79119873046875,13.24462890625,-3.631591796875,-23.101806640625,141534496015330,0.100667396
-0.4375,0.921875,0.0,-0.1373291015625,-3.082275390625,-10.04791259765625,13.3056640625,-3.448486328125,-23.74267578125,141534597193767,0.101178437
-0.3125,0.875,0.015625,-4.302978515625,8.75091552734375,-15.7012939453125,12.969970703125,-3.47900390625,-23.74267578125,141534698085902,0.100892135
-0.359375,0.921875,0.015625,0.2288818359375,4.730224609375,-6.8817138671875,12.786865234375,-3.173828125,-23.895263671875,141534800313090,0.102227188
-0.34375,0.9375,-0.046875,6.15692138671875,-6.561279296875,-3.11279296875,12.39013671875,-2.960205078125,-23.5595703125,141534901183402,0.100870312
-0.359375,0.859375,-0.078125,1.52587890625,-15.9912109375,-10.25390625,12.359619140625,-2.960205078125,-23.13232421875,141535001854600,0.100671198
